"Date","Plot","Trap_Coords_x.y","Leaves","Reproductive","Branches","Dust","Total"
1998-08-28,3,125.071,-9,-9,-9,-9,16
1998-08-28,4,187.107,-9,-9,-9,-9,38
1998-08-28,4,196.094,-9,-9,-9,-9,38.2
1998-08-28,4,213.1,-9,-9,-9,-9,76.1
1998-08-28,5,268.094,-9,-9,-9,-9,25.4
1998-08-28,5,291.103,-9,-9,-9,-9,63.6
1998-08-28,5,292.092,-9,-9,-9,-9,54.1
1998-08-28,6,36.145,-9,-9,-9,-9,12.6
1998-08-28,6,45.15,-9,-9,-9,-9,10.6
1998-08-28,6,61.154,-9,-9,-9,-9,51.7
1998-08-28,7,116.16,-9,-9,-9,-9,21.2
1998-08-28,7,127.158,-9,-9,-9,-9,23.9
1998-08-28,7,131.146,-9,-9,-9,-9,40.8
1998-08-28,8,190.189,-9,-9,-9,-9,17.4
1998-08-28,8,201.166,-9,-9,-9,-9,9.1
1998-08-28,8,212.192,-9,-9,-9,-9,76.6
1998-08-28,9,269.173,-9,-9,-9,-9,86.3
1998-08-28,9,277.181,-9,-9,-9,-9,76.4
1998-08-28,9,284.166,-9,-9,-9,-9,89.2
1998-08-28,10,36.201,-9,-9,-9,-9,20.9
1998-08-28,10,50.214,-9,-9,-9,-9,7.4
1998-08-28,10,63.202,-9,-9,-9,-9,11.5
1998-08-28,11,108.225,-9,-9,-9,-9,34.6
1998-08-28,11,123.251,-9,-9,-9,-9,32.6
1998-08-28,11,133.236,-9,-9,-9,-9,22
1998-08-28,12,286.247,-9,-9,-9,-9,21.9
1998-08-28,12,287.26,-9,-9,-9,-9,30
1998-08-28,12,313.27,-9,-9,-9,-9,35.7
1998-08-28,13,180.284,-9,-9,-9,-9,76.3
1998-08-28,13,189.297,-9,-9,-9,-9,25.3
1998-08-28,13,201.284,-9,-9,-9,-9,73.5
1998-08-28,14,59.295,-9,-9,-9,-9,29.5
1998-08-28,14,59.307,-9,-9,-9,-9,8.3
1998-08-28,14,80.289,-9,-9,-9,-9,16.2
1998-08-28,15,246.331,-9,-9,-9,-9,9.9
1998-08-28,15,256.344,-9,-9,-9,-9,12.2
1998-08-28,15,260.325,-9,-9,-9,-9,15.4
1998-08-28,16,350.326,-9,-9,-9,-9,55.3
1998-08-28,16,350.336,-9,-9,-9,-9,29.5
1998-08-28,16,354.351,-9,-9,-9,-9,23
1998-08-28,17,155.35,-9,-9,-9,-9,29.2
1998-08-28,17,155.364,-9,-9,-9,-9,18.8
1998-08-28,17,164.372,-9,-9,-9,-9,76.9
1998-08-28,18,75.375,-9,-9,-9,-9,39.4
1998-08-28,18,96.379,-9,-9,-9,-9,10.6
1998-08-28,18,101.39,-9,-9,-9,-9,48.7
1998-08-28,19,246.433,-9,-9,-9,-9,32.2
1998-08-28,19,258.429,-9,-9,-9,-9,22.7
1998-08-28,19,269.434,-9,-9,-9,-9,28.4
1998-08-28,20,326.433,-9,-9,-9,-9,48.3
1998-08-28,20,336.411,-9,-9,-9,-9,23.5
1998-08-28,20,351.422,-9,-9,-9,-9,86.6
1998-08-28,21,176.426,-9,-9,-9,-9,13.3
1998-08-28,21,176.451,-9,-9,-9,-9,15.5
1998-08-28,21,185.435,-9,-9,-9,-9,66.2
1998-08-28,22,90.496,-9,-9,-9,-9,103.3
1998-08-28,22,96.478,-9,-9,-9,-9,48.3
1998-08-28,22,102.498,-9,-9,-9,-9,48.5
1998-08-28,23,249.503,-9,-9,-9,-9,102.8
1998-08-28,23,266.506,-9,-9,-9,-9,26.1
1998-08-28,23,273.491,-9,-9,-9,-9,17.1
1998-08-28,24,329.501,-9,-9,-9,-9,25.7
1998-08-28,24,343.486,-9,-9,-9,-9,58.7
1998-08-28,24,352.502,-9,-9,-9,-9,58.2
1998-08-28,25,445.516,-9,-9,-9,-9,71.4
1998-08-28,25,459.533,-9,-9,-9,-9,17.2
1998-08-28,25,472.532,-9,-9,-9,-9,12.8
1998-08-28,26,158.527,-9,-9,-9,-9,48.1
1998-08-28,26,172.553,-9,-9,-9,-9,62.5
1998-08-28,26,174.541,-9,-9,-9,-9,74.8
1998-08-28,27,53.56,-9,-9,-9,-9,31.1
1998-08-28,27,68.549,-9,-9,-9,-9,40.6
1998-08-28,27,73.561,-9,-9,-9,-9,286.7
1998-08-28,28,306.571,-9,-9,-9,-9,52.1
1998-08-28,28,314.561,-9,-9,-9,-9,42.2
1998-08-28,28,319.58,-9,-9,-9,-9,7
1998-08-28,29,387.564,-9,-9,-9,-9,38.9
1998-08-28,29,390.583,-9,-9,-9,-9,18.1
1998-08-28,29,396.574,-9,-9,-9,-9,45.9
1998-08-28,30,187.633,-9,-9,-9,-9,39.9
1998-08-28,30,192.623,-9,-9,-9,-9,78.6
1998-08-28,30,210.623,-9,-9,-9,-9,21.2
1998-08-28,31,116.626,-9,-9,-9,-9,44.8
1998-08-28,31,122.64,-9,-9,-9,-9,10.6
1998-08-28,31,135.632,-9,-9,-9,-9,31.6
1998-08-28,32,267.643,-9,-9,-9,-9,87.9
1998-08-28,32,282.644,-9,-9,-9,-9,61.3
1998-08-28,32,291.63,-9,-9,-9,-9,116.4
1998-08-28,33,452.632,-9,-9,-9,-9,42.5
1998-08-28,33,472.633,-9,-9,-9,-9,148.9
1998-08-28,33,474.652,-9,-9,-9,-9,50.6
1998-08-28,34,352.658,-9,-9,-9,-9,16.2
1998-08-28,34,353.672,-9,-9,-9,-9,12.6
1998-08-28,34,366.657,-9,-9,-9,-9,23.7
1998-08-28,35,435.724,-9,-9,-9,-9,20.6
1998-08-28,35,448.738,-9,-9,-9,-9,15.5
1998-08-28,35,460.718,-9,-9,-9,-9,41.5
1998-08-28,36,325.751,-9,-9,-9,-9,10.6
1998-08-28,36,341.742,-9,-9,-9,-9,163
1998-08-28,36,350.729,-9,-9,-9,-9,40.6
1998-09-28,1,186.023,-9,-9,-9,-9,32.3
1998-09-28,1,194.01,-9,-9,-9,-9,31
1998-09-28,1,205.022,-9,-9,-9,-9,27.7
1998-09-28,2,274.03,-9,-9,-9,-9,17.9
1998-09-28,2,279.02,-9,-9,-9,-9,16.2
1998-09-28,2,290.012,-9,-9,-9,-9,11.3
1998-09-28,3,109.075,-9,-9,-9,-9,37.1
1998-09-28,3,117.085,-9,-9,-9,-9,14.7
1998-09-28,3,125.071,-9,-9,-9,-9,31.3
1998-09-28,4,187.107,-9,-9,-9,-9,33.4
1998-09-28,4,196.094,-9,-9,-9,-9,14.3
1998-09-28,4,213.1,-9,-9,-9,-9,32
1998-09-28,5,268.094,-9,-9,-9,-9,12.8
1998-09-28,5,291.103,-9,-9,-9,-9,32.5
1998-09-28,5,292.092,-9,-9,-9,-9,50.9
1998-09-28,6,36.145,-9,-9,-9,-9,35.9
1998-09-28,6,45.15,-9,-9,-9,-9,10.5
1998-09-28,6,61.154,-9,-9,-9,-9,24.9
1998-09-28,7,116.16,-9,-9,-9,-9,20.8
1998-09-28,7,127.158,-9,-9,-9,-9,25.1
1998-09-28,7,131.146,-9,-9,-9,-9,27.1
1998-09-28,8,190.189,-9,-9,-9,-9,25.2
1998-09-28,8,201.166,-9,-9,-9,-9,16.8
1998-09-28,8,212.192,-9,-9,-9,-9,56.8
1998-09-28,9,269.173,-9,-9,-9,-9,109.5
1998-09-28,9,277.181,-9,-9,-9,-9,43.4
1998-09-28,9,284.166,-9,-9,-9,-9,53
1998-09-28,10,36.201,-9,-9,-9,-9,25.3
1998-09-28,10,50.214,-9,-9,-9,-9,6.9
1998-09-28,10,63.202,-9,-9,-9,-9,11.7
1998-09-28,11,108.225,-9,-9,-9,-9,75.4
1998-09-28,11,123.251,-9,-9,-9,-9,3.6
1998-09-28,11,133.236,-9,-9,-9,-9,17.2
1998-09-28,12,286.247,-9,-9,-9,-9,28.8
1998-09-28,12,287.26,-9,-9,-9,-9,48.6
1998-09-28,12,313.27,-9,-9,-9,-9,32
1998-09-28,13,180.284,-9,-9,-9,-9,19.2
1998-09-28,13,189.297,-9,-9,-9,-9,52.3
1998-09-28,13,201.284,-9,-9,-9,-9,27.8
1998-09-28,14,59.295,-9,-9,-9,-9,42.6
1998-09-28,14,59.307,-9,-9,-9,-9,14.3
1998-09-28,14,80.289,-9,-9,-9,-9,9.2
1998-09-28,15,246.331,-9,-9,-9,-9,23.5
1998-09-28,15,256.344,-9,-9,-9,-9,62.9
1998-09-28,15,260.325,-9,-9,-9,-9,44.1
1998-09-28,16,350.326,-9,-9,-9,-9,67.3
1998-09-28,16,350.336,-9,-9,-9,-9,21.6
1998-09-28,16,354.351,-9,-9,-9,-9,44.5
1998-09-28,17,155.35,-9,-9,-9,-9,18.3
1998-09-28,17,155.364,-9,-9,-9,-9,36.3
1998-09-28,17,164.372,-9,-9,-9,-9,30.6
1998-09-28,18,75.375,-9,-9,-9,-9,86.3
1998-09-28,18,96.379,-9,-9,-9,-9,8.2
1998-09-28,18,101.39,-9,-9,-9,-9,21.3
1998-09-28,19,246.433,-9,-9,-9,-9,25.1
1998-09-28,19,258.429,-9,-9,-9,-9,28.4
1998-09-28,19,269.434,-9,-9,-9,-9,14.4
1998-09-28,20,326.433,-9,-9,-9,-9,33.7
1998-09-28,20,336.411,-9,-9,-9,-9,12.7
1998-09-28,20,351.422,-9,-9,-9,-9,63
1998-09-28,21,176.426,-9,-9,-9,-9,10.8
1998-09-28,21,176.451,-9,-9,-9,-9,15.1
1998-09-28,21,185.435,-9,-9,-9,-9,50.2
1998-09-28,22,90.496,-9,-9,-9,-9,91.8
1998-09-28,22,96.478,-9,-9,-9,-9,38.8
1998-09-28,22,102.498,-9,-9,-9,-9,75.1
1998-09-28,23,249.503,-9,-9,-9,-9,152.9
1998-09-28,23,266.506,-9,-9,-9,-9,35.2
1998-09-28,23,273.491,-9,-9,-9,-9,14.4
1998-09-28,24,329.501,-9,-9,-9,-9,30.2
1998-09-28,24,343.486,-9,-9,-9,-9,80.9
1998-09-28,24,352.502,-9,-9,-9,-9,80
1998-09-28,25,445.516,-9,-9,-9,-9,66
1998-09-28,25,459.533,-9,-9,-9,-9,18.1
1998-09-28,25,472.532,-9,-9,-9,-9,11
1998-09-28,26,158.527,-9,-9,-9,-9,57.9
1998-09-28,26,172.553,-9,-9,-9,-9,52.7
1998-09-28,26,174.541,-9,-9,-9,-9,37
1998-09-28,27,53.56,-9,-9,-9,-9,51.1
1998-09-28,27,68.549,-9,-9,-9,-9,30.5
1998-09-28,27,73.561,-9,-9,-9,-9,21.3
1998-09-28,28,306.571,-9,-9,-9,-9,35.5
1998-09-28,28,314.561,-9,-9,-9,-9,29.2
1998-09-28,28,319.58,-9,-9,-9,-9,6.7
1998-09-28,29,387.564,-9,-9,-9,-9,34.7
1998-09-28,29,390.583,-9,-9,-9,-9,32.5
1998-09-28,29,396.574,-9,-9,-9,-9,30.9
1998-09-28,30,187.633,-9,-9,-9,-9,30.8
1998-09-28,30,192.623,-9,-9,-9,-9,105
1998-09-28,30,210.623,-9,-9,-9,-9,14.3
1998-09-28,31,116.626,-9,-9,-9,-9,129
1998-09-28,31,122.64,-9,-9,-9,-9,7.4
1998-09-28,31,135.632,-9,-9,-9,-9,21.7
1998-09-28,32,267.643,-9,-9,-9,-9,61.3
1998-09-28,32,282.644,-9,-9,-9,-9,12.1
1998-09-28,32,291.63,-9,-9,-9,-9,101.2
1998-09-28,33,452.632,-9,-9,-9,-9,31.8
1998-09-28,33,472.633,-9,-9,-9,-9,152.7
1998-09-28,33,474.652,-9,-9,-9,-9,100.7
1998-09-28,34,352.658,-9,-9,-9,-9,8.4
1998-09-28,34,353.672,-9,-9,-9,-9,24.8
1998-09-28,34,366.657,-9,-9,-9,-9,27.1
1998-09-28,35,435.724,-9,-9,-9,-9,25.5
1998-09-28,35,448.738,-9,-9,-9,-9,15
1998-09-28,35,460.718,-9,-9,-9,-9,49
1998-09-28,36,325.751,-9,-9,-9,-9,8.5
1998-09-28,36,341.742,-9,-9,-9,-9,112.1
1998-09-28,36,350.729,-9,-9,-9,-9,43.2
1998-10-28,1,186.023,-9,-9,-9,-9,21.2
1998-10-28,1,194.01,-9,-9,-9,-9,38.8
1998-10-28,1,205.022,-9,-9,-9,-9,37.8
1998-10-28,2,274.03,-9,-9,-9,-9,12.7
1998-10-28,2,279.02,-9,-9,-9,-9,14.4
1998-10-28,2,290.012,-9,-9,-9,-9,13.2
1998-10-28,3,109.075,-9,-9,-9,-9,47.1
1998-10-28,3,117.085,-9,-9,-9,-9,19.3
1998-10-28,3,125.071,-9,-9,-9,-9,45.7
1998-10-28,4,187.107,-9,-9,-9,-9,37.9
1998-10-28,4,196.094,-9,-9,-9,-9,12.4
1998-10-28,4,213.1,-9,-9,-9,-9,31.9
1998-10-28,5,268.094,-9,-9,-9,-9,114.3
1998-10-28,5,291.103,-9,-9,-9,-9,45.3
1998-10-28,5,292.092,-9,-9,-9,-9,51.6
1998-10-28,6,36.145,-9,-9,-9,-9,39.8
1998-10-28,6,45.15,-9,-9,-9,-9,15.1
1998-10-28,6,61.154,-9,-9,-9,-9,26.7
1998-10-28,7,116.16,-9,-9,-9,-9,27
1998-10-28,7,127.158,-9,-9,-9,-9,30.6
1998-10-28,7,131.146,-9,-9,-9,-9,29
1998-10-28,8,190.189,-9,-9,-9,-9,16.9
1998-10-28,8,201.166,-9,-9,-9,-9,20.4
1998-10-28,8,212.192,-9,-9,-9,-9,63.9
1998-10-28,9,269.173,-9,-9,-9,-9,71.3
1998-10-28,9,277.181,-9,-9,-9,-9,93.3
1998-10-28,9,284.166,-9,-9,-9,-9,30.6
1998-10-28,10,36.201,-9,-9,-9,-9,38.1
1998-10-28,10,50.214,-9,-9,-9,-9,21.8
1998-10-28,10,63.202,-9,-9,-9,-9,8
1998-10-28,11,108.225,-9,-9,-9,-9,59.5
1998-10-28,11,123.251,-9,-9,-9,-9,4.7
1998-10-28,11,133.236,-9,-9,-9,-9,35.7
1998-10-28,12,286.247,-9,-9,-9,-9,18.4
1998-10-28,12,287.26,-9,-9,-9,-9,36.9
1998-10-28,12,313.27,-9,-9,-9,-9,46
1998-10-28,13,180.284,-9,-9,-9,-9,22.6
1998-10-28,13,189.297,-9,-9,-9,-9,24.4
1998-10-28,13,201.284,-9,-9,-9,-9,23.7
1998-10-28,14,59.295,-9,-9,-9,-9,21.6
1998-10-28,14,59.307,-9,-9,-9,-9,29.7
1998-10-28,14,80.289,-9,-9,-9,-9,9.4
1998-10-28,15,246.331,-9,-9,-9,-9,38.9
1998-10-28,15,256.344,-9,-9,-9,-9,32.7
1998-10-28,15,260.325,-9,-9,-9,-9,35
1998-10-28,16,350.326,-9,-9,-9,-9,67
1998-10-28,16,350.336,-9,-9,-9,-9,19.2
1998-10-28,16,354.351,-9,-9,-9,-9,38.7
1998-10-28,17,155.35,-9,-9,-9,-9,15.9
1998-10-28,17,155.364,-9,-9,-9,-9,36.5
1998-10-28,17,164.372,-9,-9,-9,-9,24.9
1998-10-28,18,75.375,-9,-9,-9,-9,99
1998-10-28,18,96.379,-9,-9,-9,-9,9.2
1998-10-28,18,101.39,-9,-9,-9,-9,19.4
1998-10-28,19,246.433,-9,-9,-9,-9,15.8
1998-10-28,19,258.429,-9,-9,-9,-9,27.7
1998-10-28,19,269.434,-9,-9,-9,-9,13.4
1998-10-28,20,326.433,-9,-9,-9,-9,49.8
1998-10-28,20,336.411,-9,-9,-9,-9,27.4
1998-10-28,20,351.422,-9,-9,-9,-9,76.6
1998-10-28,21,176.426,-9,-9,-9,-9,18.4
1998-10-28,21,176.451,-9,-9,-9,-9,16.1
1998-10-28,21,185.435,-9,-9,-9,-9,56.6
1998-10-28,22,90.496,-9,-9,-9,-9,141.7
1998-10-28,22,96.478,-9,-9,-9,-9,23.5
1998-10-28,22,102.498,-9,-9,-9,-9,266.1
1998-10-28,23,249.503,-9,-9,-9,-9,173.9
1998-10-28,23,266.506,-9,-9,-9,-9,40.1
1998-10-28,23,273.491,-9,-9,-9,-9,13.2
1998-10-28,24,329.501,-9,-9,-9,-9,39.9
1998-10-28,24,343.486,-9,-9,-9,-9,84.9
1998-10-28,24,352.502,-9,-9,-9,-9,58.1
1998-10-28,25,445.516,-9,-9,-9,-9,36.1
1998-10-28,25,459.533,-9,-9,-9,-9,22.7
1998-10-28,25,472.532,-9,-9,-9,-9,16
1998-10-28,26,158.527,-9,-9,-9,-9,57.9
1998-10-28,26,172.553,-9,-9,-9,-9,44
1998-10-28,26,174.541,-9,-9,-9,-9,47.2
1998-10-28,27,53.56,-9,-9,-9,-9,45.2
1998-10-28,27,68.549,-9,-9,-9,-9,55.4
1998-10-28,27,73.561,-9,-9,-9,-9,24.1
1998-10-28,28,306.571,-9,-9,-9,-9,36.7
1998-10-28,28,314.561,-9,-9,-9,-9,37.9
1998-10-28,28,319.58,-9,-9,-9,-9,7.5
1998-10-28,29,387.564,-9,-9,-9,-9,44.7
1998-10-28,29,390.583,-9,-9,-9,-9,40.7
1998-10-28,29,396.574,-9,-9,-9,-9,20.4
1998-10-28,30,187.633,-9,-9,-9,-9,24.7
1998-10-28,30,192.623,-9,-9,-9,-9,80.4
1998-10-28,30,210.623,-9,-9,-9,-9,13.7
1998-10-28,31,116.626,-9,-9,-9,-9,50.5
1998-10-28,31,122.64,-9,-9,-9,-9,16.1
1998-10-28,31,135.632,-9,-9,-9,-9,25.7
1998-10-28,32,267.643,-9,-9,-9,-9,77.2
1998-10-28,32,282.644,-9,-9,-9,-9,18.5
1998-10-28,32,291.63,-9,-9,-9,-9,137.9
1998-10-28,33,452.632,-9,-9,-9,-9,37.5
1998-10-28,33,472.633,-9,-9,-9,-9,107.5
1998-10-28,33,474.652,-9,-9,-9,-9,33.3
1998-10-28,34,352.658,-9,-9,-9,-9,14.9
1998-10-28,34,353.672,-9,-9,-9,-9,35.6
1998-10-28,34,366.657,-9,-9,-9,-9,47.3
1998-10-28,35,435.724,-9,-9,-9,-9,39.5
1998-10-28,35,448.738,-9,-9,-9,-9,24.1
1998-10-28,35,460.718,-9,-9,-9,-9,63.9
1998-10-28,36,325.751,-9,-9,-9,-9,10.9
1998-10-28,36,341.742,-9,-9,-9,-9,86.7
1998-10-28,36,350.729,-9,-9,-9,-9,22
1998-11-28,1,186.023,25.9,0,4,1.9,31.8
1998-11-28,1,194.01,18.1,0,1.6,2.3,22
1998-11-28,1,205.022,30.6,3.6,5.6,8.4,48.2
1998-11-28,2,274.03,15.1,0,2.3,1.5,18.9
1998-11-28,2,279.02,13.5,1.1,5.2,5.8,25.6
1998-11-28,2,290.012,25.2,1,3,2,31.2
1998-11-28,3,109.075,67,26.9,15.9,6.5,116.3
1998-11-28,3,117.085,33.9,5.6,2.6,4.5,46.6
1998-11-28,3,125.071,33.4,0,3.2,2.5,39.1
1998-11-28,4,187.107,42.8,0,12.3,6.3,61.4
1998-11-28,4,196.094,8.9,0,3.8,3.5,16.2
1998-11-28,4,213.1,32.7,0.7,3,9.3,45.7
1998-11-28,5,268.094,24.6,0,2.1,3.1,29.8
1998-11-28,5,291.103,46.6,0.8,29.6,3.3,80.3
1998-11-28,5,292.092,25,0,17,5,47
1998-11-28,6,36.145,10.8,33.9,10.4,3.8,58.9
1998-11-28,6,45.15,14.8,0,1.2,3.3,19.3
1998-11-28,6,61.154,23.2,0.4,30.8,7.6,62
1998-11-28,7,116.16,25.6,0,1.8,4.9,32.3
1998-11-28,7,127.158,27.1,15.1,4.6,11.2,58
1998-11-28,7,131.146,21.5,0.6,8.7,4.8,35.6
1998-11-28,8,190.189,19.1,0,1.7,2.5,23.3
1998-11-28,8,201.166,26.7,0.7,0.5,2.4,30.3
1998-11-28,8,212.192,45.6,0.2,31.8,18.7,96.3
1998-11-28,9,269.173,36,22.2,32.3,3.2,93.7
1998-11-28,9,277.181,8.3,0,3,4.8,16.1
1998-11-28,9,284.166,10,0,5.7,1.4,17.1
1998-11-28,10,36.201,36.8,0,10,6.1,52.9
1998-11-28,10,50.214,9.5,3,1.3,1.8,15.6
1998-11-28,10,63.202,7.1,0,2.4,2.5,12
1998-11-28,11,108.225,35.5,0,20,16.8,72.3
1998-11-28,11,123.251,8.4,0,8.6,2,19
1998-11-28,11,133.236,20.7,0,8,4,32.7
1998-11-28,12,286.247,18.3,0,6.3,2.2,26.8
1998-11-28,12,287.26,30.6,1,12.5,10.1,54.2
1998-11-28,12,313.27,19.4,0,3.6,8,31
1998-11-28,13,180.284,10.1,1.6,2.1,3.4,17.2
1998-11-28,13,189.297,17.5,0,3.7,3.2,24.4
1998-11-28,13,201.284,15,3,5.5,3.7,27.2
1998-11-28,14,59.295,10.4,2.8,14.1,10.5,37.8
1998-11-28,14,59.307,38.5,0,5.7,3,47.2
1998-11-28,14,80.289,5.5,0,0.3,1.6,7.4
1998-11-28,15,246.331,13.1,1.5,2.6,4.3,21.5
1998-11-28,15,256.344,22.5,0,17.6,5,45.1
1998-11-28,15,260.325,25.1,7.9,45.1,5.8,83.9
1998-11-28,16,350.326,41,0,12.5,7.7,61.2
1998-11-28,16,350.336,17.2,3.4,9.2,6,35.8
1998-11-28,16,354.351,48,0,9.3,2.7,60
